fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,alkalinity,e330.level,effervescence.index,consumable,quality
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,48,0.31,11941.25911,4,0
6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,47,0.29,1165.6455,4,1
6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,48.3,0.32,10466.994,4,0
7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,46,0.3,4184.115099,4,1
7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,48.9,0.37,14814.11868,4,1
6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,46.4,0.2,9425.098572,4,1
6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,46.7,0.2,11420.71768,4,0
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,47.8,0.34,2060.743486,4,0
6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,42.6,0.3,7153.57474,4,1
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,48.8,0.28,12054.54427,4,1
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,48.8,0.28,12941.96225,4,1
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,49.4,0.33,14351.2228,4,1
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,48.8,0.28,14781.66405,4,1
7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,45.4,0.37,6524.797871,4,0
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,49.4,0.33,2845.672207,4,1
6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,44.5,0.26,8985.860608,4,0
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,47.3,0.25,5398.508436,4,1
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,48.9,0.3,7639.382533,4,0
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,48.8,0.28,427.698652,4,1
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,47.2,0.3,11027.94036,4,1
6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,47.5,0.22,10428.32767,4,0
7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,46.3,0.32,1221.460882,4,1
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,47.5,0.33,13701.54918,4,1
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,49.2,0.36,2674.908126,4,1
6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,46.8,0.3,4748.939271,4,1
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,47.2,0.3,2292.951493,4,1
6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,46.2,0.29,8302.117165,4,1
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,45.6,0.3,760.7022709,4,1
7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,48.6,0.36,11958.40036,4,0
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,47.5,0.19,14739.08046,4,0
6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,48.4,0.42,82.6062448,4,0
6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,48.4,0.42,1621.127047,4,0
6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,45.9,0.31,12163.50437,4,1
6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,45.9,0.22,1712.371711,4,1
6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,45.5,0.29,13308.79367,4,0
7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,46.4,0.26,2866.802866,4,0
6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,45.6,0.3,13449.64433,4,0
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,49.2,0.24,1884.56242,4,0
7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,47.6,0.3,13576.45407,4,0
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,47.8,0.37,12384.57838,4,1
6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,47,0.27,2210.118769,4,1
6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,49.3,0.24,11103.17654,4,0
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,46.8,0.34,9143.203896,4,1
7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,47.4,0.31,6758.419354,4,1
6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,49,0.32,6375.246216,4,1
9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,48.4,0.33,7051.481418,4,0
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,46.2,0.27,1275.189737,4,1
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,45.4,0.39,9264.647911,4,1
8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,45,0.48,14287.72753,4,1
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,47.6,1,6146.294187,4,1
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,46.8,0.34,3461.995898,4,1
7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,45.3,0.3,11654.0263,4,1
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,47.1,0.22,520.4827026,4,1
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,47.7,0.32,2137.595054,4,1
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,45.2,0.44,5949.800926,4,1
6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,49.3,0.24,14084.54925,4,0
7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,48,0.33,3326.75484,4,1
9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,50.6,0.3,14697.14985,4,1
8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,46.4,0.46,5983.267114,4,1
6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,48.6,0.04,8813.917274,4,0
8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,50.1,0.31,6649.57313,4,1
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,46.1,0.3,13700.33434,4,1
8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,47.1,0.36,5430.806499,4,1
6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,48.6,0.23,10599.54407,4,0
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,46.1,0.3,7698.723074,4,1
7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,47.6,0.38,10916.09783,4,0
8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,50.9,0.29,6095.81095,4,0
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,48.6,0.47,10186.55392,4,1
7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,48.2,0.4,14028.17893,4,1
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,48.6,0.23,10424.48758,4,1
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,47.7,0.36,13988.10382,4,1
6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,49,0.58,1790.601881,4,0
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,48.4,0.31,1815.503849,4,0
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,48.6,0.29,2279.412095,4,0
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,47.7,0.36,2145.307337,4,1
8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,47.2,0.24,6102.464233,4,0
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,48,0.27,14657.02818,4,1
7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,48.9,0.3,726.298415,4,1
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,46.2,0.28,7252.992936,4,1
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,47.6,0.44,12055.21214,4,1
7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,45.8,0.25,4648.679359,4,1
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,46.9,0.28,3670.049545,4,1
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,48.6,0.23,13315.42066,4,1
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,47.8,0.25,8402.40188,4,0
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,48.3,0.23,9822.126168,4,0
9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,52,0.28,14068.19866,4,0
6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,48.3,0.2,975.3412489,4,0
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,46.9,0.19,5057.075285,4,1
8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,48.4,0.28,14149.47285,4,1
6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,45.4,0.27,1497.400758,4,1
7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,46,0.3,8771.776562,4,1
6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,47.8,0.25,9136.493291,4,0
6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,48.3,0.23,13317.02578,4,0
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,48.3,0.26,3308.386668,4,0
7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,47.2,0.22,2658.864209,4,0
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,48.3,0.07,6746.381075,4,0
7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,48.4,0.28,1299.724288,4,1
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,49.6,0.26,14545.2575,4,1
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,46.6,0.26,7486.787577,4,1
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,49.6,0.26,3721.084368,4,1
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,49.6,0.26,9442.624117,4,1
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,48.4,0.28,9159.482137,4,1
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,47.6,1,8867.4878,4,1
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,44.4,0.35,6812.406426,4,0
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,46.6,0.26,6274.376485,4,1
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,45.8,0.36,1997.204731,4,1
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,45.8,0.36,5913.292072,4,1
8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,47.6,0.31,6190.010241,4,0
6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,45.1,0.37,7639.956187,4,0
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,49.5,0.26,1580.463511,4,1
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,47.3,0.4,14745.7575,4,1
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,46.7,0.29,10580.13651,4,1
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,49.5,0.26,7945.940736,4,1
7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,49.3,0.26,2838.661211,4,1
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,46.7,0.3,9424.979467,4,1
8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,48.4,0.29,2927.005379,4,0
7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,49.2,0.24,9361.450354,4,1
9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,48.5,0.3,1676.118207,4,0
6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,46.4,0.24,6046.270814,4,0
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,48,0.36,2112.641105,4,1
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,47.3,0.31,6711.411795,4,0
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,46.8,0.24,9584.789659,4,0
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,48.4,0.41,12191.56967,4,1
7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,48.1,0.32,5015.970261,4,0
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,47.3,0.27,6536.118022,4,1
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,49.4,0.29,11428.21245,4,1
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,46.1,0.21,12707.09473,4,1
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,49.2,0.22,3030.915497,4,1
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,49.3,0.23,14372.1004,4,0
6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,49.4,0.29,13033.48886,4,1
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,46.1,0.21,13906.71174,4,1
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,49.2,0.22,3095.819811,4,1
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,48.4,0.39,14734.14762,4,0
7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,48.5,0.2,2332.61435,4,0
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,47.2,0.43,6772.14096,4,1
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,48.4,0.39,10312.91101,4,0
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,47.2,0.43,8546.851145,4,1
6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,48.2,0.21,13492.69195,4,1
7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,48.5,0.2,536.5770835,4,0
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,47.1,0.24,7356.62324,4,1
7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,48.1,0.38,12886.36421,4,1
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,50,0.29,7766.570479,4,1
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,49.1,0.35,1197.465697,4,1
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,46.4,0.3,5083.468805,4,1
7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,48.1,0,2849.116878,4,0
6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,46.2,0.29,7681.186234,4,1
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,48.1,0.28,7.109452643,4,1
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,49.1,0.35,14063.7635,4,1
7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,49.3,0.31,10164.03353,4,0
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,50,0.29,7660.375189,4,1
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,46.4,0.24,4836.463973,4,1
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,47.8,0.12,3156.880887,4,0
7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,45.8,0.4,12808.35484,4,0
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,47.8,0.12,9252.177767,4,0
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,46.4,0.24,12497.90438,4,1
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,46.4,0.23,13746.82765,4,1
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,48.8,0.24,14374.47011,4,1
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,48.8,0.24,2797.632099,4,1
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,48.7,0.24,2646.927098,4,1
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,48.8,0.24,1843.792279,4,1
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,48.7,0.24,1266.217665,4,1
6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,44,0.3,14638.81178,4,1
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,50.1,0.42,8760.686297,4,0
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,49.6,0.23,9939.951399,4,1
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,47.3,0.29,9977.924929,4,1
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,45.6,0.36,4818.341441,4,1
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,49.6,0.23,13912.93056,4,1
6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,45.8,0.33,11284.16562,4,0
7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,47.3,0.29,10728.0025,4,1
8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,49.3,0.31,9670.876873,4,1
8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,46.7,0.45,13630.35184,4,1
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,47.1,0.46,6110.334221,4,1
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,47.3,0.2,12581.21797,4,0
7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,49.3,0.58,1749.02277,4,0
7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,47.3,0.2,24.52335832,4,0
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,50.2,0.57,2318.02731,4,0
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,47.5,0.25,3899.833572,4,1
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,48,0.25,11161.90309,4,1
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,47.1,0.46,10646.54501,4,1
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,44,0.31,12161.6452,4,1
8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,47.2,0.39,513.5840342,4,0
6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,47.1,0.35,7634.096029,4,1
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,48.6,0.28,12108.18525,4,1
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,48.9,0.42,11655.71256,4,0
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,48.6,0.34,2392.041468,4,0
8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,48.7,0.34,6415.880181,4,0
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,48.6,0.28,7453.740811,4,1
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,46.8,0.19,5649.037458,4,1
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,48.6,0.28,7840.203339,4,1
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,47.6,0.31,8592.739756,4,1
6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,47.6,0.3,12551.02307,4,0
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,45.7,0.3,3859.329009,4,1
7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,48.8,0.44,7319.209063,4,1
7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,46.6,0.25,2352.809066,4,1
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,49,0.28,5397.794746,4,1
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,48.5,0.27,11592.4895,4,1
8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,49.6,0.28,6918.882072,4,1
6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,46.9,0.21,11375.44084,4,1
7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,46.6,0.22,8211.672696,4,1
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,49.1,0.2,8397.156729,4,0
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,49.1,0.2,14277.35707,4,0
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,49.4,0.31,9702.308354,4,0
6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,46.2,0.38,10486.93905,4,0
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,48.2,0.3,3525.195437,4,1
8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,49.2,0.36,7355.356275,4,1
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,49.7,0.26,14244.46279,4,1
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,49.4,0.61,11860.87701,4,1
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,48.2,0.42,3782.70464,4,0
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,49.4,0.61,3928.72982,4,1
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,48.2,0.42,1464.493435,4,0
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,48.2,0.42,1635.186054,4,0
6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,46,0.32,7163.71676,4,0
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,49.4,0.61,6962.681574,4,1
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,48,0.02,8752.440889,4,0
7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,46.3,0.41,12144.7061,4,0
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,46.6,0.4,14560.14182,4,0
7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,48.6,0.4,3174.65887,4,0
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,48.2,0.42,8587.348304,4,0
7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,48.2,0.41,856.1080152,4,0
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,47,0.31,11836.62035,4,0
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,47,0.31,4080.184276,4,0
6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,48.6,0.44,4743.333517,4,0
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,50.7,0.33,1113.393145,4,1
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,51,0.67,5647.819963,4,1
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,51,0.67,646.9676306,4,1
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,47.1,0.41,9559.805363,4,1
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,47.1,0.31,3824.968429,4,1
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,52.8,0.27,3558.320125,4,1
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,50.4,0.3,14357.43757,4,0
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,50.7,0.35,14649.9384,4,1
7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,49.9,0.27,7108.749517,4,0
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,50.7,0.33,2301.611016,4,1
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,51,0.67,13998.3869,4,1
6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,48.4,0.35,9369.758779,4,0
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,48.8,0.3,12977.16602,4,1
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,50.7,0.36,2384.835258,4,1
7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,47.9,0.34,8858.733105,4,0
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,49.2,0.36,11912.2021,4,0
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,49.6,0.26,9553.1312,4,1
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,50.4,0.27,12709.77338,4,1
